Root,ChordType,Index,String1,String2,String3,String4,String5,String6,NumStrings,Inversion
A#,m,219,9.0,8.0,X,3.0,6.0,X,4,1
A#,m,220,9.0,8.0,X,3.0,X,1.0,4,1
A#,m,221,9.0,X,3.0,3.0,6.0,X,4,1
A#,m,222,9.0,X,3.0,3.0,X,1.0,4,1
A#,m,223,X,4.0,3.0,3.0,6.0,X,4,1
A#,m,224,X,4.0,3.0,3.0,X,1.0,4,1
A#,m,225,1.0,X,8.0,6.0,X,9.0,4,1
A#,m,226,1.0,X,8.0,X,2.0,9.0,4,1
A#,m,227,1.0,X,X,3.0,2.0,9.0,4,1
A#,m,228,X,8.0,8.0,6.0,X,9.0,4,1
A#,m,229,X,8.0,8.0,X,2.0,9.0,4,1
A#,m,230,X,8.0,X,3.0,2.0,9.0,4,1
A#,m,231,X,X,3.0,3.0,2.0,9.0,4,1
A#,m,232,X,X,8.0,6.0,6.0,9.0,4,0
A#,m,233,1.0,8.0,8.0,6.0,X,X,4,1
A#,m,234,1.0,8.0,8.0,X,2.0,X,4,1
A#,m,235,1.0,8.0,X,3.0,2.0,X,4,1
A#,m,236,1.0,X,3.0,3.0,2.0,X,4,1
A#,m,237,1.0,X,8.0,6.0,6.0,X,4,1
A#,m,238,1.0,X,8.0,6.0,X,1.0,4,1
A#,m,239,1.0,X,8.0,X,2.0,1.0,4,1
A#,m,240,1.0,X,X,3.0,2.0,1.0,4,1
A#,m,241,X,8.0,8.0,6.0,6.0,X,4,1
A#,m,242,X,8.0,8.0,6.0,X,1.0,4,1
A#,m,243,X,8.0,8.0,X,2.0,1.0,4,1
A#,m,244,X,8.0,X,3.0,2.0,1.0,4,1
A#,m,245,X,X,3.0,3.0,2.0,1.0,4,1
A#,m,246,1.0,8.0,8.0,X,X,9.0,4,1
A#,m,247,1.0,8.0,X,3.0,X,9.0,4,1
A#,m,248,1.0,X,3.0,3.0,X,9.0,4,1
A#,m,249,1.0,X,8.0,X,6.0,9.0,4,1
A#,m,250,1.0,X,X,3.0,6.0,9.0,4,1
A#,m,251,X,8.0,8.0,X,6.0,9.0,4,1
A#,m,252,X,8.0,X,3.0,6.0,9.0,4,1
A#,m,253,X,X,3.0,3.0,6.0,9.0,4,1
A#,m,254,1.0,4.0,X,6.0,X,6.0,4,1
A#,m,255,1.0,4.0,X,X,2.0,6.0,4,1
A#,m,256,9.0,8.0,X,6.0,X,6.0,4,1
A#,m,257,9.0,8.0,X,X,2.0,6.0,4,1
A#,m,258,9.0,X,3.0,6.0,X,6.0,4,1
A#,m,259,9.0,X,3.0,X,2.0,6.0,4,1
A#,m,260,X,4.0,3.0,6.0,X,6.0,4,1
A#,m,261,X,4.0,3.0,X,2.0,6.0,4,1
A#,m,262,9.0,X,X,6.0,6.0,6.0,4,1
A#,m,263,X,4.0,X,6.0,6.0,6.0,4,1
A#,m,264,1.0,4.0,3.0,X,X,6.0,4,1
A#,m,265,1.0,4.0,X,X,6.0,6.0,4,1
A#,m,266,9.0,8.0,X,X,6.0,6.0,4,1
A#,m,267,9.0,X,3.0,X,6.0,6.0,4,1
A#,m,268,X,4.0,3.0,X,6.0,6.0,4,1
A#,m,269,1.0,8.0,X,6.0,X,6.0,4,1
A#,m,270,1.0,8.0,X,X,2.0,6.0,4,1
A#,m,271,1.0,X,3.0,6.0,X,6.0,4,1
A#,m,272,1.0,X,3.0,X,2.0,6.0,4,1
A#,m,273,1.0,X,X,6.0,6.0,6.0,4,1
A#,m,274,X,8.0,X,6.0,6.0,6.0,4,1
A#,m,275,X,X,3.0,6.0,6.0,6.0,4,1
A#,m,276,6.0,4.0,3.0,3.0,X,6.0,5,0
A#,m,277,9.0,1.0,3.0,3.0,X,6.0,5,0
A#,m,278,6.0,4.0,8.0,X,6.0,6.0,5,0
A#,m,279,6.0,4.0,X,3.0,6.0,6.0,5,0
A#,m,280,9.0,1.0,8.0,X,6.0,6.0,5,0
A#,m,281,9.0,1.0,X,3.0,6.0,6.0,5,0
A#,m,282,1.0,1.0,8.0,6.0,X,6.0,5,1
A#,m,283,1.0,1.0,8.0,X,2.0,6.0,5,1
A#,m,284,1.0,1.0,X,3.0,2.0,6.0,5,1
A#,m,285,6.0,8.0,8.0,6.0,X,6.0,5,0
A#,m,286,6.0,8.0,8.0,X,2.0,6.0,5,0
A#,m,287,6.0,8.0,X,3.0,2.0,6.0,5,0
A#,m,288,6.0,X,3.0,3.0,2.0,6.0,5,0
A#,m,289,X,1.0,3.0,3.0,2.0,6.0,5,0
A#,m,290,6.0,X,8.0,6.0,6.0,6.0,5,0
A#,m,291,X,1.0,8.0,6.0,6.0,6.0,5,0
A#,m,292,6.0,4.0,3.0,3.0,2.0,X,5,0
A#,m,293,9.0,1.0,3.0,3.0,2.0,X,5,0
A#,m,294,6.0,4.0,8.0,6.0,6.0,X,5,0
A#,m,295,6.0,4.0,8.0,6.0,X,1.0,5,0
A#,m,296,6.0,4.0,8.0,X,2.0,1.0,5,0
A#,m,297,6.0,4.0,X,3.0,2.0,1.0,5,0
A#,m,298,9.0,1.0,8.0,6.0,6.0,X,5,0
A#,m,299,9.0,1.0,8.0,6.0,X,1.0,5,0
A#,m,300,9.0,1.0,8.0,X,2.0,1.0,5,0
A#,m,301,9.0,1.0,X,3.0,2.0,1.0,5,0
A#,m,302,6.0,4.0,3.0,3.0,X,9.0,5,0
A#,m,303,9.0,1.0,3.0,3.0,X,9.0,5,0
A#,m,304,6.0,4.0,8.0,X,6.0,9.0,5,0
A#,m,305,6.0,4.0,X,3.0,6.0,9.0,5,0
A#,m,306,9.0,1.0,8.0,X,6.0,9.0,5,0
A#,m,307,9.0,1.0,X,3.0,6.0,9.0,5,0
A#,m,308,6.0,4.0,3.0,3.0,6.0,X,5,0
A#,m,309,6.0,4.0,3.0,3.0,X,1.0,5,0
A#,m,310,9.0,1.0,3.0,3.0,6.0,X,5,0
A#,m,311,9.0,1.0,3.0,3.0,X,1.0,5,0
A#,m,312,1.0,1.0,8.0,6.0,X,9.0,5,1
A#,m,313,1.0,1.0,8.0,X,2.0,9.0,5,1
A#,m,314,1.0,1.0,X,3.0,2.0,9.0,5,1
A#,m,315,6.0,8.0,8.0,6.0,X,9.0,5,0
A#,m,316,6.0,8.0,8.0,X,2.0,9.0,5,0
A#,m,317,6.0,8.0,X,3.0,2.0,9.0,5,0
A#,m,318,6.0,X,3.0,3.0,2.0,9.0,5,0
A#,m,319,X,1.0,3.0,3.0,2.0,9.0,5,0
A#,m,320,6.0,X,8.0,6.0,6.0,9.0,5,0
A#,m,321,X,1.0,8.0,6.0,6.0,9.0,5,0
A#,m,322,1.0,1.0,3.0,3.0,2.0,X,5,1
A#,m,323,1.0,1.0,8.0,6.0,6.0,X,5,1
A#,m,324,1.0,1.0,8.0,6.0,X,1.0,5,1
A#,m,325,1.0,1.0,8.0,X,2.0,1.0,5,1
A#,m,326,1.0,1.0,X,3.0,2.0,1.0,5,1
A#,m,327,6.0,8.0,8.0,6.0,6.0,X,5,0
A#,m,328,6.0,8.0,8.0,6.0,X,1.0,5,0
A#,m,329,6.0,8.0,8.0,X,2.0,1.0,5,0
A#,m,330,6.0,8.0,X,3.0,2.0,1.0,5,0
A#,m,331,6.0,X,3.0,3.0,2.0,1.0,5,0
A#,m,332,X,1.0,3.0,3.0,2.0,1.0,5,0
A#,m,333,1.0,1.0,3.0,3.0,X,9.0,5,1
A#,m,334,1.0,1.0,8.0,X,6.0,9.0,5,1
A#,m,335,1.0,1.0,X,3.0,6.0,9.0,5,1
A#,m,336,6.0,8.0,8.0,X,6.0,9.0,5,0
A#,m,337,6.0,8.0,X,3.0,6.0,9.0,5,0
A#,m,338,6.0,X,3.0,3.0,6.0,9.0,5,0
A#,m,339,X,1.0,3.0,3.0,6.0,9.0,5,0
A#,m,340,6.0,4.0,3.0,6.0,X,6.0,5,0
A#,m,341,6.0,4.0,3.0,X,2.0,6.0,5,0
A#,m,342,9.0,1.0,3.0,6.0,X,6.0,5,0
A#,m,343,9.0,1.0,3.0,X,2.0,6.0,5,0
A#,m,344,6.0,4.0,X,6.0,6.0,6.0,5,0
A#,m,345,9.0,1.0,X,6.0,6.0,6.0,5,0
A#,m,346,6.0,4.0,3.0,X,6.0,6.0,5,0
A#,m,347,9.0,1.0,3.0,X,6.0,6.0,5,0
A#,m,348,1.0,1.0,3.0,6.0,X,6.0,5,1
A#,m,349,1.0,1.0,3.0,X,2.0,6.0,5,1
A#,m,350,1.0,1.0,X,6.0,6.0,6.0,5,1
A#,m,351,6.0,8.0,X,6.0,6.0,6.0,5,0
A#,m,352,6.0,X,3.0,6.0,6.0,6.0,5,0
A#,m,353,X,1.0,3.0,6.0,6.0,6.0,5,0
A#,m,354,6.0,4.0,3.0,6.0,X,9.0,5,0
A#,m,355,6.0,4.0,3.0,X,2.0,9.0,5,0
A#,m,356,9.0,1.0,3.0,6.0,X,9.0,5,0
A#,m,357,9.0,1.0,3.0,X,2.0,9.0,5,0
A#,m,358,6.0,4.0,X,6.0,6.0,9.0,5,0
A#,m,359,9.0,1.0,X,6.0,6.0,9.0,5,0
A#,m,360,6.0,4.0,3.0,6.0,6.0,X,5,0
A#,m,361,6.0,4.0,3.0,6.0,X,1.0,5,0
A#,m,362,6.0,4.0,3.0,X,2.0,1.0,5,0
A#,m,363,9.0,1.0,3.0,6.0,6.0,X,5,0
A#,m,364,9.0,1.0,3.0,6.0,X,1.0,5,0
A#,m,365,9.0,1.0,3.0,X,2.0,1.0,5,0
A#,m,366,6.0,4.0,3.0,X,6.0,9.0,5,0
A#,m,367,9.0,1.0,3.0,X,6.0,9.0,5,0
A#,m,368,1.0,1.0,3.0,6.0,X,9.0,5,1
A#,m,369,1.0,1.0,3.0,X,2.0,9.0,5,1
A#,m,370,1.0,1.0,X,6.0,6.0,9.0,5,1
A#,m,371,6.0,8.0,X,6.0,6.0,9.0,5,0
A#,m,372,6.0,X,3.0,6.0,6.0,9.0,5,0
A#,m,373,X,1.0,3.0,6.0,6.0,9.0,5,0
A#,m,374,1.0,1.0,3.0,6.0,6.0,X,5,1
A#,m,375,1.0,1.0,3.0,6.0,X,1.0,5,1
A#,m,376,1.0,1.0,3.0,X,2.0,1.0,5,1
A#,m,377,1.0,1.0,3.0,X,6.0,9.0,5,1
A#,m,378,1.0,4.0,8.0,6.0,X,6.0,5,1
A#,m,379,1.0,4.0,8.0,X,2.0,6.0,5,1
A#,m,380,1.0,4.0,X,3.0,2.0,6.0,5,1
A#,m,381,9.0,8.0,8.0,6.0,X,6.0,5,1
A#,m,382,9.0,8.0,8.0,X,2.0,6.0,5,1
A#,m,383,9.0,8.0,X,3.0,2.0,6.0,5,1
A#,m,384,9.0,X,3.0,3.0,2.0,6.0,5,1
A#,m,385,X,4.0,3.0,3.0,2.0,6.0,5,1
A#,m,386,9.0,X,8.0,6.0,6.0,6.0,5,1
A#,m,387,X,4.0,8.0,6.0,6.0,6.0,5,1
A#,m,388,1.0,4.0,3.0,3.0,X,6.0,5,1
A#,m,389,1.0,4.0,8.0,X,6.0,6.0,5,1
A#,m,390,1.0,4.0,X,3.0,6.0,6.0,5,1
A#,m,391,9.0,8.0,8.0,X,6.0,6.0,5,1
A#,m,392,9.0,8.0,X,3.0,6.0,6.0,5,1
A#,m,393,9.0,X,3.0,3.0,6.0,6.0,5,1
A#,m,394,X,4.0,3.0,3.0,6.0,6.0,5,1
A#,m,395,1.0,8.0,8.0,6.0,X,6.0,5,1
A#,m,396,1.0,8.0,8.0,X,2.0,6.0,5,1
A#,m,397,1.0,8.0,X,3.0,2.0,6.0,5,1
A#,m,398,1.0,X,3.0,3.0,2.0,6.0,5,1
A#,m,399,1.0,X,8.0,6.0,6.0,6.0,5,1
A#,m,400,X,8.0,8.0,6.0,6.0,6.0,5,1
A#,m,401,1.0,4.0,8.0,6.0,X,9.0,5,1
A#,m,402,1.0,4.0,8.0,X,2.0,9.0,5,1
A#,m,403,1.0,4.0,X,3.0,2.0,9.0,5,1
A#,m,404,9.0,8.0,8.0,6.0,X,9.0,5,1
A#,m,405,9.0,8.0,8.0,X,2.0,9.0,5,1
A#,m,406,9.0,8.0,X,3.0,2.0,9.0,5,1
A#,m,407,9.0,X,3.0,3.0,2.0,9.0,5,1
A#,m,408,X,4.0,3.0,3.0,2.0,9.0,5,1
A#,m,409,9.0,X,8.0,6.0,6.0,9.0,5,1
A#,m,410,X,4.0,8.0,6.0,6.0,9.0,5,1
A#,m,411,1.0,4.0,3.0,3.0,2.0,X,5,1
A#,m,412,1.0,4.0,8.0,6.0,6.0,X,5,1
A#,m,413,1.0,4.0,8.0,6.0,X,1.0,5,1
A#,m,414,1.0,4.0,8.0,X,2.0,1.0,5,1
A#,m,415,1.0,4.0,X,3.0,2.0,1.0,5,1
A#,m,416,9.0,8.0,8.0,6.0,6.0,X,5,1
A#,m,417,9.0,8.0,8.0,6.0,X,1.0,5,1
A#,m,418,9.0,8.0,8.0,X,2.0,1.0,5,1
A#,m,419,9.0,8.0,X,3.0,2.0,1.0,5,1
A#,m,420,9.0,X,3.0,3.0,2.0,1.0,5,1
A#,m,421,X,4.0,3.0,3.0,2.0,1.0,5,1
A#,m,422,1.0,4.0,3.0,3.0,X,9.0,5,1
A#,m,423,1.0,4.0,8.0,X,6.0,9.0,5,1
A#,m,424,1.0,4.0,X,3.0,6.0,9.0,5,1
A#,m,425,9.0,8.0,8.0,X,6.0,9.0,5,1
A#,m,426,9.0,8.0,X,3.0,6.0,9.0,5,1
A#,m,427,9.0,X,3.0,3.0,6.0,9.0,5,1
A#,m,428,X,4.0,3.0,3.0,6.0,9.0,5,1
A#,m,429,1.0,4.0,3.0,3.0,6.0,X,5,1
A#,m,430,1.0,4.0,3.0,3.0,X,1.0,5,1
A#,m,431,1.0,8.0,8.0,6.0,X,9.0,5,1
A#,m,432,1.0,8.0,8.0,X,2.0,9.0,5,1
A#,m,433,1.0,8.0,X,3.0,2.0,9.0,5,1
A#,m,434,1.0,X,3.0,3.0,2.0,9.0,5,1
A#,m,435,1.0,X,8.0,6.0,6.0,9.0,5,1
A#,m,436,X,8.0,8.0,6.0,6.0,9.0,5,1
A#,m,437,1.0,8.0,8.0,6.0,6.0,X,5,1
A#,m,438,1.0,8.0,8.0,6.0,X,1.0,5,1
A#,m,439,1.0,8.0,8.0,X,2.0,1.0,5,1
A#,m,440,1.0,8.0,X,3.0,2.0,1.0,5,1
A#,m,441,1.0,X,3.0,3.0,2.0,1.0,5,1
A#,m,442,1.0,8.0,8.0,X,6.0,9.0,5,1
A#,m,443,1.0,8.0,X,3.0,6.0,9.0,5,1
A#,m,444,1.0,X,3.0,3.0,6.0,9.0,5,1
A#,m,445,1.0,4.0,3.0,6.0,X,6.0,5,1
A#,m,446,1.0,4.0,3.0,X,2.0,6.0,5,1
A#,m,447,1.0,4.0,X,6.0,6.0,6.0,5,1
A#,m,448,9.0,8.0,X,6.0,6.0,6.0,5,1
A#,m,449,9.0,X,3.0,6.0,6.0,6.0,5,1
A#,m,450,X,4.0,3.0,6.0,6.0,6.0,5,1
A#,m,451,1.0,4.0,3.0,X,6.0,6.0,5,1
A#,m,452,1.0,8.0,X,6.0,6.0,6.0,5,1
A#,m,453,1.0,X,3.0,6.0,6.0,6.0,5,1
A#,m,454,6.0,4.0,3.0,3.0,2.0,6.0,6,0
A#,m,455,9.0,1.0,3.0,3.0,2.0,6.0,6,0
A#,m,456,6.0,4.0,8.0,6.0,6.0,6.0,6,0
A#,m,457,9.0,1.0,8.0,6.0,6.0,6.0,6,0
A#,m,458,6.0,4.0,3.0,3.0,6.0,6.0,6,0
A#,m,459,9.0,1.0,3.0,3.0,6.0,6.0,6,0
A#,m,460,1.0,1.0,3.0,3.0,2.0,6.0,6,1
A#,m,461,1.0,1.0,8.0,6.0,6.0,6.0,6,1
A#,m,462,6.0,8.0,8.0,6.0,6.0,6.0,6,0
A#,m,463,6.0,4.0,3.0,3.0,2.0,9.0,6,0
A#,m,464,9.0,1.0,3.0,3.0,2.0,9.0,6,0
A#,m,465,6.0,4.0,8.0,6.0,6.0,9.0,6,0
A#,m,466,9.0,1.0,8.0,6.0,6.0,9.0,6,0
A#,m,467,6.0,4.0,3.0,3.0,2.0,1.0,6,0
A#,m,468,9.0,1.0,3.0,3.0,2.0,1.0,6,0
A#,m,469,6.0,4.0,3.0,3.0,6.0,9.0,6,0
A#,m,470,9.0,1.0,3.0,3.0,6.0,9.0,6,0
A#,m,471,1.0,1.0,3.0,3.0,2.0,9.0,6,1
A#,m,472,1.0,1.0,8.0,6.0,6.0,9.0,6,1
A#,m,473,6.0,8.0,8.0,6.0,6.0,9.0,6,0
A#,m,474,1.0,1.0,3.0,3.0,2.0,1.0,6,1
A#,m,475,1.0,1.0,3.0,3.0,6.0,9.0,6,1
A#,m,476,6.0,4.0,3.0,6.0,6.0,6.0,6,0
A#,m,477,9.0,1.0,3.0,6.0,6.0,6.0,6,0
A#,m,478,1.0,1.0,3.0,6.0,6.0,6.0,6,1
A#,m,479,6.0,4.0,3.0,6.0,6.0,9.0,6,0
A#,m,480,9.0,1.0,3.0,6.0,6.0,9.0,6,0
A#,m,481,1.0,1.0,3.0,6.0,6.0,9.0,6,1
A#,m,482,1.0,4.0,3.0,3.0,2.0,6.0,6,1
A#,m,483,1.0,4.0,8.0,6.0,6.0,6.0,6,1
A#,m,484,9.0,8.0,8.0,6.0,6.0,6.0,6,1
A#,m,485,1.0,4.0,3.0,3.0,6.0,6.0,6,1
A#,m,486,1.0,8.0,8.0,6.0,6.0,6.0,6,1
A#,m,487,1.0,4.0,3.0,3.0,2.0,9.0,6,1
A#,m,488,1.0,4.0,8.0,6.0,6.0,9.0,6,1
A#,m,489,9.0,8.0,8.0,6.0,6.0,9.0,6,1
A#,m,490,1.0,4.0,3.0,3.0,2.0,1.0,6,1
A#,m,491,1.0,4.0,3.0,3.0,6.0,9.0,6,1
A#,m,492,1.0,8.0,8.0,6.0,6.0,9.0,6,1
A#,m,493,1.0,4.0,3.0,6.0,6.0,6.0,6,1
